Scenario_ID,Scenario_Type,Date,Event_date,Date_type,Event_Type,Process_Area,Loss_Amount_(kUSD),Frequency_(Nk),Severity_(Xi),OpVar_(%),ML,GDP_(%),VIX,Target,Loss_Outlier_Flag,Data_Quality_Flag
ALE-1127,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,123.01,4,1.06,1.76,2.02,3.7,20,2,Normal,Good
OLE-0669,OLE,14-10-2022,14-10-2022,Actual,System Failure,E-Banking,63.56,1,0.72,1.33,1,3.2,17,2,Normal,Good
OLE-0757,OLE,06-07-2023,06-07-2023,Actual,Data Breach,ATM Network,41.28,5,1.43,1.17,1,3.5,14,1,Normal,Good
OLE-0650,OLE,24-12-2022,24-12-2022,Actual,System Failure,E-Banking,74.6,4,0.86,1.29,1,3.4,24,0,Normal,Good
OLE-0608,OLE,17-01-2022,17-01-2022,Actual,Tech Failure,ATM Network,30.7,4,1.45,1.14,1,3.6,14,0,Normal,Good
OLE-0416,OLE,15-12-2022,15-12-2022,Actual,Cyber-Fraud,Payments,89.92,4,1.47,1.29,1,3.5,22,0,Normal,Good
OLE-0274,OLE,27-02-2023,27-02-2023,Actual,Data Breach,Retail Banking,40.98,2,1.27,1.32,1,3.9,21,1,Normal,Good
ALE-0769,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,167.44,4,2.98,2.71,2.3,3.6,26,2,Normal,Good
OLE-0251,OLE,30-12-2022,30-12-2022,Actual,Tech Failure,ATM Network,48.19,4,0.97,1,1,3.6,14,0,Normal,Good
OLE-0414,OLE,28-04-2022,28-04-2022,Actual,Cyber-Fraud,Payments,12.98,1,0.47,1.05,1,2.7,18,2,Normal,Good
ALE-0596,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,128.89,3,2,2.74,3.37,3.3,23,2,Normal,Good
ALE-1202,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,206.49,2,1.88,3.14,2.77,3.6,24,0,Normal,Good
OLE-0311,OLE,23-05-2022,23-05-2022,Actual,System Failure,Retail Banking,47.55,1,0.62,1.44,1,3.5,14,1,Normal,Good
OLE-0728,OLE,25-07-2022,25-07-2022,Actual,Tech Failure,Retail Banking,74.02,3,1.23,0.67,1,3.2,14,2,Normal,Good
ALE-0610,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,205.96,2,2.69,2.13,1.97,2.8,20,2,Normal,Good
OLE-0426,OLE,04-09-2023,04-09-2023,Actual,Tech Failure,ATM Network,12.35,2,0.96,1.34,1,2.7,15,1,Normal,Good
ALE-1226,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,123.9,2,2.74,1.5,1.69,3.2,24,0,Normal,Good
OLE-0679,OLE,07-09-2022,07-09-2022,Actual,Data Breach,E-Banking,22.92,3,1.39,0.88,1,3.4,20,1,Normal,Good
ALE-0910,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,167.62,3,1.3,2.71,2.96,2.6,16,1,Normal,Good
ALE-0681,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,178.56,5,1.7,2.5,1.84,2.9,23,0,Normal,Good
ALE-0579,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,58.05,4,1.69,3.35,2.29,2.7,19,2,Normal,Good
ALE-0316,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,286.48,3,1.63,1.76,1.48,3.7,17,2,Normal,Good
OLE-0846,OLE,16-07-2023,16-07-2023,Actual,System Failure,E-Banking,36.39,3,1.1,0.79,1,3.4,15,0,Normal,Good
OLE-0527,OLE,01-01-2023,01-01-2023,Actual,Data Breach,E-Banking,32.44,2,0.95,1.49,1,3.8,24,0,Normal,Good
OLE-0716,OLE,30-12-2022,30-12-2022,Actual,System Failure,ATM Network,33.37,1,0.9,1.27,1,3.2,22,2,Normal,Good
ALE-0353,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,214,5,2.95,3.22,3.23,2.7,29,2,Normal,Good
OLE-0183,OLE,14-05-2022,14-05-2022,Actual,Data Breach,Retail Banking,43.32,2,0.39,0.91,1,3.1,19,2,Normal,Good
OLE-0171,OLE,07-11-2023,07-11-2023,Actual,Tech Failure,Payments,108.82,5,1.18,0.65,1,3.8,18,1,Normal,Good
ALE-0861,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,137.11,4,2.21,2.82,2.79,3.6,17,1,Normal,Good
OLE-0840,OLE,03-11-2023,03-11-2023,Actual,Tech Failure,Retail Banking,5,2,0.37,0.61,1,2.8,16,0,Normal,Good
OLE-0188,OLE,21-09-2023,21-09-2023,Actual,System Failure,Retail Banking,27.27,5,0.34,0.71,1,3.1,22,1,Normal,Good
OLE-0620,OLE,06-11-2023,06-11-2023,Actual,Cyber-Fraud,Retail Banking,5,3,0.5,0.88,1,3,22,2,Normal,Good
ALE-1012,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,227.73,2,2.87,1.83,1.58,2.8,21,2,Normal,Good
OLE-0159,OLE,14-09-2023,14-09-2023,Actual,System Failure,Payments,47.65,2,0.5,0.93,1,2.7,21,0,Normal,Good
ALE-0339,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,141.76,3,2.24,3.32,3.95,2.5,17,2,Normal,Good
OLE-0273,OLE,10-06-2023,10-06-2023,Actual,System Failure,E-Banking,101.15,2,1.02,1.09,1,3.1,20,1,Normal,Good
OLE-0615,OLE,02-10-2023,02-10-2023,Actual,Cyber-Fraud,Retail Banking,47.54,3,0.61,0.85,1,3.7,15,2,Normal,Good
ALE-0898,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,195.32,1,1.11,3.31,2.95,2.6,25,0,Normal,Good
ALE-1217,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,106,4,2.47,3,2.07,3.1,23,1,Normal,Good
ALE-0712,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,27.49,1,2.18,1.32,1.39,2.6,27,2,Normal,Good
OLE-0372,OLE,15-10-2023,15-10-2023,Actual,System Failure,Retail Banking,94.36,4,0.68,1.19,1,2.9,22,1,Normal,Good
OLE-0223,OLE,21-09-2023,21-09-2023,Actual,Tech Failure,Payments,25.33,1,1.45,1.02,1,4,20,0,Normal,Good
OLE-0594,OLE,17-11-2022,17-11-2022,Actual,System Failure,ATM Network,17.32,4,1.05,1.14,1,3.8,24,2,Normal,Good
ALE-0068,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,40,2,1.53,1.36,1.58,3.2,27,0,Normal,Good
ALE-0991,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,213.25,5,1.42,1.25,1.06,3.9,22,0,Normal,Good
ALE-1237,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,138.21,4,1.16,3.11,3.03,3.1,18,1,Normal,Good
OLE-0519,OLE,16-01-2023,16-01-2023,Actual,System Failure,Retail Banking,82.29,5,0.86,0.91,1,3.7,18,1,Normal,Good
OLE-0781,OLE,26-08-2023,26-08-2023,Actual,System Failure,ATM Network,30.39,4,0.86,0.56,1,2.9,19,0,Normal,Good
OLE-0335,OLE,31-10-2022,31-10-2022,Actual,System Failure,Payments,34.51,4,1.28,1.35,1,3.9,16,1,Normal,Good
ALE-0034,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,113.35,3,1.5,2.88,2.88,3.6,20,1,Normal,Good
ALE-1039,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,116.01,2,1.66,3.05,2.15,2.9,28,1,Normal,Good
ALE-0341,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,57.75,5,2.89,3.5,3.63,3.6,20,2,Normal,Good
ALE-0304,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,252.18,3,1.85,2.59,1.74,3.9,26,2,Normal,Good
OLE-0016,OLE,13-07-2023,13-07-2023,Actual,Data Breach,ATM Network,85.61,4,0.49,1.1,1,3,14,0,Normal,Good
ALE-0010,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,304.54,1,2.57,2.05,1.47,3.7,15,1,Normal,Good
ALE-0201,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,259.34,4,1.78,3.02,2.45,2.7,15,0,Normal,Good
ALE-0887,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,117.39,2,1.47,1.77,1.66,2.6,23,1,Normal,Good
ALE-1050,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,177.82,4,0.83,2.87,2.82,3.1,23,0,Normal,Good
OLE-0571,OLE,14-07-2023,14-07-2023,Actual,Data Breach,ATM Network,57.29,2,1.28,0.76,1,3.7,23,0,Normal,Good
OLE-0655,OLE,08-09-2023,08-09-2023,Actual,Cyber-Fraud,Retail Banking,43.98,1,1.48,1.16,1,3.7,18,0,Normal,Good
OLE-0773,OLE,20-01-2022,20-01-2022,Actual,Cyber-Fraud,Payments,51.84,1,1.3,1.16,1,3,21,1,Normal,Good
ALE-1210,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,310.6,3,0.81,2.95,2.21,3.7,25,2,Normal,Good
OLE-0466,OLE,30-05-2022,30-05-2022,Actual,Data Breach,Payments,108.06,2,0.95,0.87,1,3.4,24,2,Normal,Good
ALE-0128,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,163.62,4,0.88,2.41,1.91,2.8,20,1,Normal,Good
OLE-0200,OLE,27-12-2022,27-12-2022,Actual,Cyber-Fraud,Retail Banking,20.9,4,1.33,0.69,1,3.3,17,2,Normal,Good
ALE-0507,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,280.03,1,2.69,2.81,2.37,3.4,16,1,Normal,Good
ALE-0345,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,243.47,5,0.82,1.69,1.37,3.1,27,1,Normal,Good
ALE-0427,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,260.68,5,1.02,1.8,1.95,2.5,22,2,Normal,Good
ALE-0142,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,219.67,1,1.01,2.87,2.79,4,29,1,Normal,Good
ALE-0619,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,178.62,1,1.91,2.12,2.4,3.1,22,1,Normal,Good
ALE-0204,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,15.08,4,2.28,2.82,2.81,3.2,28,2,Normal,Good
OLE-0592,OLE,05-01-2023,05-01-2023,Actual,Tech Failure,Payments,23.21,3,1.26,1.24,1,2.6,16,1,Normal,Good
ALE-0074,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,81.7,2,1.76,1.82,1.49,3.8,29,2,Normal,Good
ALE-1101,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,74.38,5,0.82,2.17,2.42,2.7,18,0,Normal,Good
ALE-0750,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,165.87,2,2.5,1.98,1.59,2.6,22,2,Normal,Good
ALE-0654,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,128.79,2,2.48,2.19,2.61,2.8,25,0,Normal,Good
ALE-0105,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,110.68,3,2.97,2.38,1.64,3.3,19,0,Normal,Good
ALE-0075,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,39.09,5,1.51,3.49,2.51,3.4,25,1,Normal,Good
OLE-0044,OLE,15-10-2023,15-10-2023,Actual,Data Breach,Payments,40.51,2,1.25,1.36,1,3.4,19,1,Normal,Good
ALE-1021,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,223.67,3,1.21,1.67,1.73,2.8,19,0,Normal,Good
OLE-0275,OLE,20-05-2023,20-05-2023,Actual,Cyber-Fraud,ATM Network,59.91,3,0.93,0.57,1,3.1,22,0,Normal,Good
ALE-0950,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,72.29,4,2.86,3.49,3.93,3.4,27,1,Normal,Good
OLE-0102,OLE,03-10-2022,03-10-2022,Actual,Cyber-Fraud,ATM Network,43.37,5,1.32,0.55,1,3.4,24,0,Normal,Good
ALE-0458,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,90.38,4,2.5,1.97,1.43,2.9,26,1,Normal,Good
ALE-0649,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,137.16,2,2.34,1.87,1.36,2.6,22,2,Normal,Good
ALE-0268,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,105.49,2,2.25,2.21,2.66,3.9,20,0,Normal,Good
OLE-0108,OLE,07-06-2022,07-06-2022,Actual,Cyber-Fraud,Retail Banking,84.46,1,0.95,0.58,1,3.2,14,1,Normal,Good
ALE-0952,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,85.65,1,1.08,2.11,2.13,2.9,24,2,Normal,Good
OLE-0498,OLE,23-09-2022,23-09-2022,Actual,System Failure,Retail Banking,70.23,5,0.3,1.4,1,2.5,17,0,Normal,Good
ALE-1279,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,96.06,3,2.8,2.23,2.24,2.7,19,0,Normal,Good
ALE-0789,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,81.56,1,2.58,2.15,1.63,3.1,16,0,Normal,Good
ALE-0109,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,128.52,5,2.99,2.93,2.34,3,18,2,Normal,Good
ALE-0816,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,50.89,4,1.63,1.45,1.39,2.8,20,0,Normal,Good
ALE-0384,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,234.74,1,1.24,2.36,1.86,3.9,28,1,Normal,Good
ALE-0562,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,170.99,4,2.11,3.12,2.35,3.6,19,2,Normal,Good
ALE-0796,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,106.37,3,1.18,2.77,2.52,3.4,26,1,Normal,Good
ALE-1044,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,173.55,4,2.7,2.1,1.8,3.9,29,0,Normal,Good
OLE-0787,OLE,22-03-2023,22-03-2023,Actual,Data Breach,ATM Network,30.81,5,0.79,0.54,1,3,14,2,Normal,Good
ALE-0195,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,136.5,1,2.44,3.17,2.76,2.7,28,0,Normal,Good
OLE-0713,OLE,22-01-2023,22-01-2023,Actual,System Failure,E-Banking,36.1,3,0.52,1.07,1,3.1,14,2,Normal,Good
OLE-0073,OLE,10-11-2023,10-11-2023,Actual,Data Breach,E-Banking,49.19,2,0.69,0.63,1,3.2,15,1,Normal,Good
ALE-0106,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,78.01,1,0.92,3.36,2.87,3.4,22,2,Normal,Good
ALE-0517,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,288.74,2,1.34,2.82,3.24,3.9,25,0,Normal,Good
ALE-0465,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,209.84,1,1.04,2.18,2.51,3.4,20,2,Normal,Good
ALE-0170,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,88.95,2,2.51,2.6,1.76,3.1,20,0,Normal,Good
OLE-0482,OLE,25-12-2023,25-12-2023,Actual,Tech Failure,E-Banking,5,5,0.82,0.63,1,3.1,19,2,Normal,Good
ALE-0943,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,66.81,3,1.4,1.39,1.1,3.5,21,1,Normal,Good
OLE-0507,OLE,06-10-2023,06-10-2023,Actual,Tech Failure,E-Banking,59.94,5,0.69,0.55,1,3.5,24,1,Normal,Good
ALE-0243,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,373.43,2,0.83,1.59,1.26,2.5,17,1,Potential Outlier,Review Required
ALE-0129,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,142.07,1,2.05,2.21,2.61,3.2,29,0,Normal,Good
ALE-1284,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,65.88,4,1.07,2.36,1.61,3.5,22,1,Normal,Good
ALE-1036,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,28.91,5,2.15,2.65,2.02,3.4,20,2,Normal,Good
ALE-1261,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,162.05,2,2.47,3.13,2.35,3,23,2,Normal,Good
ALE-0387,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,264.07,5,2.93,3.09,3.28,2.8,26,2,Normal,Good
OLE-0312,OLE,25-04-2022,25-04-2022,Actual,Data Breach,E-Banking,66.3,5,1.29,0.96,1,2.9,24,2,Normal,Good
ALE-0193,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,28.91,5,0.89,1.66,1.79,3,29,2,Normal,Good
OLE-0406,OLE,28-06-2023,28-06-2023,Actual,System Failure,Payments,89.55,2,1.01,0.9,1,4,15,1,Normal,Good
ALE-0669,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,298.04,2,0.91,1.22,1.5,2.5,29,1,Normal,Good
ALE-0915,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,31.71,5,2.7,2.1,1.97,2.9,24,0,Normal,Good
ALE-0749,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,139.35,1,1.52,2.44,2.57,3.7,24,0,Normal,Good
ALE-0686,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,144.16,5,1.57,2.22,2.63,3.7,19,0,Normal,Good
OLE-0310,OLE,13-02-2022,13-02-2022,Actual,Data Breach,Retail Banking,5,1,1,0.63,1,3.2,20,1,Normal,Good
OLE-0227,OLE,13-01-2023,13-01-2023,Actual,Data Breach,Retail Banking,76.47,3,0.6,0.75,1,3.1,23,0,Normal,Good
OLE-0744,OLE,27-05-2023,27-05-2023,Actual,Tech Failure,ATM Network,75.77,2,1.36,0.51,1,3.8,15,1,Normal,Good
ALE-1188,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,47.14,2,2.98,3.08,2.38,2.6,28,2,Normal,Good
ALE-0995,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,163.53,1,0.9,2.92,3.44,3.2,20,1,Normal,Good
ALE-0710,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,127.34,2,2.04,2.67,1.8,2.6,20,2,Normal,Good
ALE-1089,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,77.87,4,1.02,1.49,1.77,4,27,2,Normal,Good
ALE-1067,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,165.61,1,1.62,2.8,2.47,3.8,25,2,Normal,Good
ALE-0720,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,280.32,3,2.48,2.6,2.98,3.8,19,1,Normal,Good
OLE-0149,OLE,02-11-2022,02-11-2022,Actual,System Failure,E-Banking,48.08,5,0.77,0.92,1,3.1,21,0,Normal,Good
ALE-0478,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,219.06,4,0.91,3.17,2.51,3.2,25,0,Normal,Good
ALE-0254,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,72.51,2,2.41,1.27,1.03,3.6,19,2,Normal,Good
OLE-0292,OLE,06-01-2023,06-01-2023,Actual,Cyber-Fraud,Retail Banking,30.18,1,0.8,0.93,1,3.3,23,2,Normal,Good
OLE-0693,OLE,19-08-2023,19-08-2023,Actual,System Failure,Payments,60.07,2,0.47,0.59,1,2.5,19,0,Normal,Good
OLE-0705,OLE,13-01-2023,13-01-2023,Actual,Tech Failure,Retail Banking,64.41,3,0.65,0.98,1,4,15,0,Normal,Good
ALE-0184,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,10,1,1.51,1.46,1.32,2.9,28,0,Normal,Good
ALE-0198,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,135.25,1,2.07,1.58,1.78,2.5,24,0,Normal,Good
OLE-0576,OLE,21-10-2022,21-10-2022,Actual,Data Breach,E-Banking,61.31,2,0.91,1.27,1,2.6,23,0,Normal,Good
OLE-0558,OLE,29-05-2023,29-05-2023,Actual,Tech Failure,ATM Network,42.58,2,1.45,0.93,1,3.2,23,0,Normal,Good
ALE-0398,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,194.96,5,2.97,2.43,2.76,3.7,22,2,Normal,Good
OLE-0702,OLE,08-11-2022,08-11-2022,Actual,Data Breach,Payments,43.12,2,1.42,0.96,1,2.8,20,2,Normal,Good
ALE-0591,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,109.05,1,2.46,3.27,2.27,3.7,23,0,Normal,Good
ALE-0453,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,211.5,3,1.18,1.9,1.85,2.7,23,2,Normal,Good
ALE-0473,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,163.66,1,2.35,3.28,2.97,3.2,24,1,Normal,Good
ALE-0882,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,98.68,1,2.64,2.62,2.11,3.3,16,0,Normal,Good
ALE-1183,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,90.01,2,0.82,1.62,1.57,3.3,22,2,Normal,Good
ALE-0459,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,140.47,4,2.4,2.37,2.66,3.6,25,0,Normal,Good
ALE-1164,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,266.87,3,2.18,2.24,2.62,3.5,24,1,Normal,Good
OLE-0168,OLE,31-01-2022,31-01-2022,Actual,Data Breach,Retail Banking,14.59,2,0.61,0.69,1,2.6,18,2,Normal,Good
OLE-0731,OLE,11-09-2023,11-09-2023,Actual,Tech Failure,E-Banking,5,1,1.43,1.42,1,3.4,23,0,Normal,Good
ALE-0645,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,247.82,2,2.26,2.15,2.59,3.7,22,0,Normal,Good
OLE-0287,OLE,21-07-2023,21-07-2023,Actual,System Failure,Retail Banking,43.62,1,0.49,1.17,1,2.8,17,2,Normal,Good
ALE-0958,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,163.66,5,2.08,3.47,4,2.9,15,0,Normal,Good
ALE-0626,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,217.26,4,2.97,1.43,1.3,3,16,0,Normal,Good
OLE-0629,OLE,30-10-2022,30-10-2022,Actual,Data Breach,Payments,112.8,2,1.24,0.91,1,2.5,16,2,Normal,Good
OLE-0599,OLE,02-01-2022,02-01-2022,Actual,Cyber-Fraud,ATM Network,5,1,1.13,1.16,1,2.6,21,2,Normal,Good
ALE-0256,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,177.98,4,1.65,2.9,2.65,3.6,28,0,Normal,Good
OLE-0378,OLE,04-09-2023,04-09-2023,Actual,Tech Failure,Payments,52.73,3,1.48,0.71,1,2.6,15,0,Normal,Good
ALE-1120,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,51.08,1,2.58,2.08,1.84,3.8,25,2,Normal,Good
ALE-1193,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,36.98,5,1.21,3.34,2.75,2.7,17,0,Normal,Good
ALE-0940,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,129.13,4,1.49,1.39,1.24,3.6,27,1,Normal,Good
ALE-0328,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,204.34,3,2.88,1.43,1.45,3.2,25,2,Normal,Good
ALE-0534,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,199.45,2,2.19,1.73,1.21,3.8,27,2,Normal,Good
ALE-0545,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,10,2,2.4,3.5,2.34,3.6,19,0,Normal,Good
OLE-0042,OLE,23-03-2022,23-03-2022,Actual,Cyber-Fraud,ATM Network,48.33,2,0.42,0.95,1,3.6,14,2,Normal,Good
OLE-0817,OLE,28-01-2023,28-01-2023,Actual,Cyber-Fraud,ATM Network,21.03,4,0.8,0.75,1,3,23,0,Normal,Good
ALE-0505,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,116.76,1,1.63,3.26,4.04,3.5,19,1,Normal,Good
ALE-0768,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,245.02,3,2.65,2.54,2.47,3.3,28,1,Normal,Good
OLE-0818,OLE,03-04-2022,03-04-2022,Actual,Tech Failure,Retail Banking,33.84,3,0.97,0.86,1,3.7,18,0,Normal,Good
OLE-0610,OLE,25-05-2022,25-05-2022,Actual,Cyber-Fraud,Payments,11.73,5,1.25,1.49,1,2.9,19,0,Normal,Good
ALE-0333,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,208.06,3,2.38,2.09,2.2,3.4,19,1,Normal,Good
ALE-0166,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,130.76,1,0.9,3.04,2.49,2.8,24,1,Normal,Good
ALE-0759,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,138.3,1,1.94,3.18,2.53,2.8,19,0,Normal,Good
ALE-0742,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,235.92,2,2.34,2.34,2.12,3.9,19,2,Normal,Good
ALE-0300,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,67.39,5,2.57,1.3,1.22,2.6,19,1,Normal,Good
OLE-0494,OLE,05-10-2022,05-10-2022,Actual,Data Breach,ATM Network,5,2,1.23,1.21,1,3.4,21,0,Normal,Good
ALE-0747,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,218.03,2,2.55,1.55,1.23,3,17,0,Normal,Good
OLE-0278,OLE,18-04-2023,18-04-2023,Actual,Data Breach,E-Banking,69.24,4,0.94,0.64,1,3.7,15,1,Normal,Good
OLE-0758,OLE,30-07-2022,30-07-2022,Actual,System Failure,Retail Banking,32.18,2,1.45,1.28,1,3.4,14,2,Normal,Good
ALE-1258,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,83.33,2,1.26,3.19,2.92,3.6,15,1,Normal,Good
OLE-0359,OLE,21-08-2022,21-08-2022,Actual,System Failure,ATM Network,7.23,1,0.83,1.34,1,2.7,16,2,Normal,Good
ALE-0503,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,152.54,1,2.35,3.16,2.86,3.9,16,1,Normal,Good
OLE-0237,OLE,25-05-2023,25-05-2023,Actual,Tech Failure,E-Banking,35.64,2,1.23,0.85,1,3.7,15,0,Normal,Good
OLE-0552,OLE,09-07-2023,09-07-2023,Actual,Data Breach,ATM Network,5,2,0.61,1.12,1,3.7,16,1,Normal,Good
OLE-0521,OLE,03-03-2023,03-03-2023,Actual,Cyber-Fraud,ATM Network,56.07,1,1.49,0.94,1,3.9,16,0,Normal,Good
ALE-0693,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,191.9,4,1.61,1.6,1.84,3,22,0,Normal,Good
OLE-0209,OLE,24-11-2023,24-11-2023,Actual,Cyber-Fraud,Retail Banking,5,1,1.23,1.02,1,3,24,0,Normal,Good
ALE-0718,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,173.4,3,1.8,2.57,1.73,3,17,1,Normal,Good
OLE-0721,OLE,01-10-2022,01-10-2022,Actual,System Failure,ATM Network,22.15,2,1.05,0.86,1,3.7,17,0,Normal,Good
ALE-0080,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,82.4,5,1.54,2.51,1.79,2.6,21,0,Normal,Good
ALE-0912,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,206.45,4,2.41,1.31,1.11,3.2,17,0,Normal,Good
